Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"Volunteer Bancorp,Inc.",Director,William E. Phillips II,Director,Attorney/Phillips & Hale,2014,Attorney,1143203
"Washington State Bancshares,Inc.",President/Treasure & Director,Sue Soileau Brignac,,Alyce Corporation,2014,Banker,311939
"Washington State Bancshares,Inc.",President/Treasure & Director,Sue Soileau Brignac,,"Joel Enterprises,Inc.",2014,Banker,311939
"Washington State Bancshares,Inc.",President/Treasure & Director,Sue Soileau Brignac,,"Stanyan Property,LLC",2014,Banker,311939
"Washington State Bancshares,Inc.",President/Treasure & Director,Sue Soileau Brignac,,"Sunset Bancshares,Inc.",2014,Banker,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,President,"Steven G. Durio,A Professional Corporation",2014,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Durio,Mcgoffin",Stagg & Ackermann,"A Professional Corporation,2014",Attorney
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Building 16,LLC",2014,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Manager,"Shu's Place,LLC",2014,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Manager,"Villa Vista Verde,LLC",2014,Attorney,
"Washington State Bancshares,Inc.",President/Treasurer & Director,Sue Soileau Brignac,,Alyce Corporation,2017,Banker,
"Washington State Bancshares,Inc.",President/Treasurer & Director,Sue Soileau Brignac,,"Joel Enterprises,Inc.",2017,Banker,
"Washington State Bancshares,Inc.",President/Treasurer & Director,Sue Soileau Brignac,,"Sunset Bancshares,Inc.",2017,Banker,
"Washington State Bancshares,Inc.",President/Treasurer & Director,Sue Soileau Brignac,,"Stanyan Property,LLC",2017,Banker,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,President,"Steven G. Durio,A",2017,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Durio,Mcgoffin",2017,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Building 16,LLC",2017,Attorney,
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Manager,Villa Vista Verde,2017,Attorney,
"Washington State Bancshares,Inc.",President/ Treasurer & Director,Sue Soileau Durand,President & Director,Alyce Corporation,2018,Banker,1086627
"Washington State Bancshares,Inc.",President/ Treasurer & Director,Sue Soileau Durand,President & Director,"Joel Enterprises,Inc.",2018,Banker,1086627
"Washington State Bancshares,Inc.",President/ Treasurer & Director,Sue Soileau Durand,President,"Sunset Bancshares,Inc.",2018,Banker,1086627
"Washington State Bancshares,Inc.",President/ Treasurer & Director,Sue Soileau Durand,Manager & Member,Stanyan,2018,Banker,1086627
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,President,"Steven G. Durio,A",2018,Attorney,1086627
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Durio,Mcgoffin",",2018",Attorney,1086627
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Building 16,LLC",2018,Attorney,1086627
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Manager,"Villa Vista Verde,",2018,Attorney,1086627
"Washington State Bancshares,Inc.",Chairman Emertia,Sue Soileau Durand,Chairman Emerita,Washington State Bank,2020,Retired Banker,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Trustee,David Creig Brignac Jr. Trust,2020,Attorney,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,President,Alyce Corporation,2020,Attorney,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,President,"Joel Enterprises,Inc.",2020,Attorney,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Durio,Mcgoffin",Stagg & Ackermann,"A Professional Corporation,2020",Attorney
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,"Building 16,LLC",2020,Attorney,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Manager,"Villa Vista Verde,",2020,Attorney,311939
"Washington State Bancshares,Inc.",Secretary,Steven G. Durio,Director,Durio & Broussard LLC,2020,Attorney,311939
"Washington State Bancshares,Inc.",President,Paul Durand,President,HUD Investments,2020,Banker,311939
"Washington State Bancshares,Inc.",Chairman,Paul Durand,Sole Owner,"P-DU,LLC",2020,Banker,311939
"Washington State Bancshares,Inc.",Director,Anthony Kip Bertrand,Co-Owner,"Holly's Hobbies,Inc.",2020,Banker,311939
"Washington State Bancshares,Inc.",Treasurer/CFO,Susie Rowe,,,2020,Banker,311939
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Trustee,David Creig Brignac Jr. Trust,2022,Attorney,
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Co-Trustee,The Sue Soileau Trust,2022,Attorney,
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,President,"Steven G. Durio,A Professional Corporation",2022,Attorney,
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Director,"Durio,Mcgoffin",Stagg & Ackermann,"A Professional Corporation,2022",Attorney
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Director,"Building 16,LLC",2022,Attorney,
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Manager,"Villa Vista Verde,LLC",2022,Attorney,
"Washington State Bancshares,Inc.",Director Secretary,Steven G. Durio,Director,Durio & Broussard LLC,2022,Attorney,
"Washington State Bancshares,Inc.",,Paul A. Durand Jr.,Co-Trustee,The Sue Soileau Trust,2022,Technology,
"Washington State Bancshares,Inc.",Director Chairman,Paul Durand,EVP/ Business Development,HUD Investments,2022,Banker,
"Washington State Bancshares,Inc.",Director Chairman,Paul Durand,EVP/ Business Development,"P-DU,LLC",2022,Banker,
"Washington State Bancshares,Inc.",Director Chairman,Paul Durand,EVP/ Business Development,ALYCE,2022,Banker,
"Washington State Bancshares,Inc.",Director Chairman,Paul Durand,EVP/ Business Development,Joel Enterprise,2022,Banker,
"Washington State Bancshares,Inc.",Director,Anthony Kip Bertrand,"Director,President","CEO,Holly's Hobbies","Inc,2022",Banker,
"Washington State Bancshares,Inc.",Director,Anthony Kip Bertrand,"Director,President","CEO,TAD Inc.",2022,Banker,
"Washington State Bancshares,Inc.",Treasurer/CFO,Susie Rowe,Trustee,WSBI ESOP,2022,Banker,
"Washington State Bancshares,Inc.",Director,Terilyn Cober,Manager/Member,Cober Properties & Consulting,2022,Owner of C&B Pumps and Compressors LLC,
"Washington State Bancshares,Inc.",Director,Ellis Daigle,Manager/Member,Dell Investments,2022,Retired Judicial District Judge,
"Washington State Bancshares,Inc.",Director,Ellis Daigle,Member,"Tigerland,CP",2022,Retired Judicial District Judge,
"Washington State Bancshares,Inc.",Director,Ellis Daigle,Member,Tigerland Eunice,2022,Retired Judicial District Judge,
"Washington State Bancshares,Inc.",Director,Alonzo Harris,Member,"Bellevue Complex,LLC",2022,Retired Judicial District Judge,
"Washington State Bancshares,Inc.",Director,Alonzo Harris,Member,"Harris Farms & Rentals,LLC",2022,Retired Judicial District Judge,
"Washington State Bancshares,Inc.",Director,David Prochaska,"Director,Secretary of the Board",,2022,Retired Ag Research & Consultant,
"Washington State Bancshares,Inc.",Director,Harold Stelly,Member,Hallie Acres,2022,Owner of Steel Buildings Company,
"Washington State Bancshares,Inc.",Director,Harold Stelly,President,S&S Steel,2022,Owner of Steel Buildings Company,
"Washington State Bancshares,Inc.",Director,Harold Stelly,President,Stelly Enterprise,2022,Owner of Steel Buildings Company,
"Washington State Bancshares,Inc.","Director,President",Paul Durand,,,2023,,
"Washington State Bancshares,Inc.",Director,James E. Harper,,,2023,,
"Washington State Bancshares,Inc.",Director,Charles M. Harper,,,2023,,
"Washington State Bancshares,Inc.",Director,Roderick Veronie,,,2023,,
"Washington State Bancshares,Inc.",Director,Daniel J. Ardoin,,,2023,,
Washington-Wilkes Holding Company,Chairman of the Board,Gerald O. Norman,Chairman of the Board,F&M Bank,2015,Retired,
Washington-Wilkes Holding Company,Vice-Chairman of the Board,Bobby Jones,Vice-Chairman of the Board,F&M Bank,2015,Timber Management,
Washington-Wilkes Holding Company,President and CEO,L. Dan Coxwell,"Director,President and CEO",F&M Bank,2015,"President and CEO,F&M Bank",
Washington-Wilkes Holding Company,"Director,Executive Vice President",Debbie M. Barnett,"Director,Executive Vice President",F&M Bank,2015,"Executive Vice President,F&M Bank",
Washington-Wilkes Holding Company,Director,David E. Boyd,Director,F&M Bank,2015,Retired,
Washington-Wilkes Holding Company,Director,Charles Joseph Fievet,Director,F&M Bank,2015,"Pharmacist,Fievet Pharmacy",
Washington-Wilkes Holding Company,Director,Barry W. Goolsby,Director,F&M Bank,2015,Lumber Manufacturing,
Washington-Wilkes Holding Company,Director,Debbie R. Jackson,Director,F&M Bank,2015,Retail Jeweler,
Washington-Wilkes Holding Company,"Executive Vice President,CFO",Edward B. Pope III,"Executive Vice President,CFO",F&M Bank,2015,"Executive Vice President,F&M Bank",
Washington-Wilkes Holding Company,Director,J. Marshall Sherrer,Director,F&M Bank,2015,Retired,
Washington-Wilkes Holding Company,Director,David S. Tatum,Director,F&M Bank,2015,Retired,
Washington-Wilkes Holding Company,Vice-Chairman of the Board,Bobby Jones,President and CEO,"Dixie Wood Products,INC.",2015,Timber Management,
Washington-Wilkes Holding Company,Chairman of the Board,Gerald O. Norman,,,2016,Retired,
Washington-Wilkes Holding Company,Vice-Chairman of the Board,Bobby Jones,President and CEO,"Dixie Wood Products,INC.",2016,Timber Management,
Washington-Wilkes Holding Company,Director,L. Dan Coxwell,,,2016,Retired,
Washington-Wilkes Holding Company,Director,Debbie M. Barnett,,,2016,Executive Vice President,
Washington-Wilkes Holding Company,Director,David E. Boyd,,,2016,Retired,
Washington-Wilkes Holding Company,Director,Charles Joseph Fievet,Pharmacist,Fievet Pharmacy,2016,Pharmacist,
Washington-Wilkes Holding Company,Director,Barry W. Goolsby,,"Burt Lumber Company,INC.",2016,Lumber Manufacturing,
Washington-Wilkes Holding Company,Director,Debbie R. Jackson,President & CFO,W. E. Unlimited,2016,Retail Jeweler,
Washington-Wilkes Holding Company,President and CEO,Edward B. Pope III,,,2016,"President and CEO,F&M Bank",
Washington-Wilkes Holding Company,Director,J. Marshall Sherrer,,Rayle Electric Membership Corporation,2016,Retired,
Washington-Wilkes Holding Company,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2016,"Regional Vice President,AT&T",
Washington-Wilkes Holding Company,Director,David S. Tatum,,,2016,Retired,
Washington-Wilkes Holding Company,Chairman of the Board,Gerald O. Norman,Chairman of the Board,,2017,Retired,
Washington-Wilkes Holding Company,Vice-Chairman of the Board,Bobby Jones,President and CEO,"Dixie Wood Products,INC.",2017,Timber Management,
Washington-Wilkes Holding Company,Director,L. Dan Coxwell,Director,,2017,Retired,
Washington-Wilkes Holding Company,"Director,Executive Vice President",Debbie M. Barnett,,,2017,"Executive Vice President,F&M Bank",
Washington-Wilkes Holding Company,Director,David E. Boyd,Director,,2017,Retired,
Washington-Wilkes Holding Company,Director,Charles Joseph Fievet,Pharmacist,Fievet Pharmacy,2017,Pharmacist,
Washington-Wilkes Holding Company,Director,Barry W. Goolsby,CEO,"Burt Lumber Company,INC.",2017,Lumber Manufacturing,
Washington-Wilkes Holding Company,Director,Debbie R. Jackson,President,"W. E. Unlimited,INC.",2017,Retail Jeweler,
Washington-Wilkes Holding Company,President and CEO,Edward B. Pope III,Director,,2017,"President and CEO,F&M Bank",
Washington-Wilkes Holding Company,Director,J. Marshall Sherrer,Director,,2017,Retired,
Washington-Wilkes Holding Company,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2017,"Regional Vice President,AT&T",
Washington-Wilkes Holding Company,Director,David S. Tatum,Director,,2017,Retired,
Washington/Wilkes Holding Company,Chairman of the Board,Gerald O. Norman,Chairman of the Board,F&M Bank,2018,Retired,
Washington/Wilkes Holding Company,Vice-Chairman of the Board,Bobby Jones,President and CEO,"Dixie Wood Products,INC.",2018,Timber Management,
Washington/Wilkes Holding Company,Director,L. Dan Coxwell,Director,F&M Bank,2018,Retired,
Washington/Wilkes Holding Company,"Director,Executive Vice President",Debbie M. Barnett,Executive Vice President,F&M Bank,2018,"Executive Vice President,F&M Bank",
Washington/Wilkes Holding Company,Director,Charles Joseph Fievet,Director,F&M Bank,2018,Retired,
Washington/Wilkes Holding Company,Director,Barry W. Goolsby,CEO,"Burt Lumber Company,INC.",2018,"Lumber Manufacturing,Burt Lumber Company","INC.,n/a"
Washington/Wilkes Holding Company,Director,Robert Ray Hardy,Director,F&M Bank,2018,"RN,Business Owner",
Washington/Wilkes Holding Company,Director,Debbie R. Jackson,Director,F&M Bank,2018,"Retail Jeweler,Tena's Jewelry & Gift Shop",
Washington/Wilkes Holding Company,"Director,President and CEO",Edward B. Pope III,President and CEO,F&M Bank,2018,"President and CEO,F&M Bank",
Washington/Wilkes Holding Company,Director,J. Marshall Sherrer,Director,F&M Bank,2018,Retired,
Washington/Wilkes Holding Company,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2018,"Regional Vice President,AT&T",
Washington/Wilkes Holding Company,Director,David S. Tatum,Director,F&M Bank,2018,Retired,
F&M Bank,Director,Bobby Jones,Pres. & CEO,"Dixie Wood Products,INC.",2019,"Timber Management Dixie Wood Products,INC.",
F&M Bank,Director,L. Dan Coxwell,,,2019,Retired,
F&M Bank,Executive Vice President,Debbie M. Barnett,,,2019,"Executive Vice President,F&M bank",
F&M Bank,Director,Charles J. Fievet,,,2019,Retired,
F&M Bank,Director,Barry W. Goolsby,Pres. & CEO,"Burt Lumber Company,Inc.",2019,"Lumber Manufacturing,Burt Lumber Company","Inc.,n/a"
F&M Bank,Director,Robert Ray Hardy,Treasurer and Shareholder,"Oconee Area Home Care Services,Inc.",2019,"RN,Business Owner",
F&M Bank,Director,Debbie r. Jackson,Pres. & CEO,"W.E. Unlimited,Inc.",2019,"Retail Jeweler,Tena's Jewelry & Gift Shop",
F&M Bank,"Director,Pres. & CEO",Edward B. Pope III,,,2019,Pres. & CEO F&M Bank,
F&M Bank,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2019,"Regional VP,AT&T",
F&M Bank,Director,David S. Tatum,,,2019,Retired,
F&M Bank,Director,Bobby Jones,Pres. & CEO,"Dixie Wood Products,INC.",2020,Timber Management,
F&M Bank,Director,L. Dan Coxwell,,,2020,Retired,
F&M Bank,Executive Vice President,Debbie M. Barnett,,,2020,"Executive Vice President,F&M bank",
F&M Bank,Director,Charles J. Fievet,,,2020,Retired,
F&M Bank,Director,Barry W. Goolsby,Pres. & CEO,"Burt Lumber Company,Inc.",2020,"Lumber Manufacturing,Burt Lumber Company","Inc.,n/a"
F&M Bank,Director,Barry W. Goolsby,Treasurer and Administrator,"CSRA Private Duty,Inc.",2020,"Lumber Manufacturing,Burt Lumber Company","Inc.,n/a"
F&M Bank,Director,Robert Ray Hardy,Treasurer and Shareholder,"Oconee Area Home Care Services,Inc.",2020,"RN,Business Owner",
F&M Bank,Director,Debbie r. Jackson,Pres. & CEO,"W.E. Unlimited,Inc.",2020,"Retail Jeweler,Tena's Jewelry & Gift Shop",
F&M Bank,Director,Debbie r. Jackson,Pres. & CEO,"Tena's Jewelry & Gift Shop,Inc.",2020,"Retail Jeweler,Tena's Jewelry & Gift Shop",
F&M Bank,"Director,Pres. & CEO",Edward B. Pope III,,,2020,"Pres. & CEO,F&M Bank",
F&M Bank,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2020,"Regional VP,AT&T",
F&M Bank,Director,David S. Tatum,,,2020,Retired,
F&M Bank,"Director,Executive Vice President",Debbie M. Barnett,,,2021,"Executive Vice President,F&M bank",510330
F&M Bank,Director,D Emory Boyd Jr,Managing Principal,EPIC Insurance Brokers,2021,"Insurance Broker,EPIC Insurance Brokers",510330
F&M Bank,"Director,Chairman",L. Dan Coxwell,,,2021,Retired,510330
F&M Bank,Director,Charles J. Fievet,,,2021,Retired,510330
F&M Bank,Director,Barry W. Goolsby,Pres. & CEO,"Burt Lumber Company,Inc.",2021,"Lumber Manufacturing,Burt Lumber Company","Inc.,510330"
F&M Bank,Director,Robert Ray Hardy,Treasurer and Shareholder,"Oconee Area Home Care Services,Inc.",2021,"RN,Business Owner",510330
F&M Bank,Director,Debbie r. Jackson,Pres. & CEO,"W.E. Unlimited,Inc.",2021,"Retail Jeweler,Tena's Jewelry & Gift Shop",510330
F&M Bank,Director,Debbie r. Jackson,Pres. & CEO,"Tena's Jewelry & Gift Shop,Inc.",2021,"Retail Jeweler,Tena's Jewelry & Gift Shop",510330
F&M Bank,Director,Bobby Jones,Pres. & CEO,"Dixie Wood Products,INC.",2021,"Timber Management,Dixie Wood Products","INC.,510330"
F&M Bank,Shareholder,"Gerald O. Norman,Jr.",,,2021,Part-Time Courier F&M Bank,510330
F&M Bank,Chief Financial Officer,Eli Mullis,,,2021,Chief Financial F&M Bank,510330
F&M Bank,"Director,Pres. & CEO",Edward B. Pope III,,,2021,Pres. & CEO F&M Bank,510330
F&M Bank,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2021,"Regional VP,AT&T",510330
F&M Bank,Director,David S. Tatum,,,2021,Retired,510330
Washington/Wilkes Holding Company,"Director,Executive Vice President",Debbie M. Barnett,,,2023,"Executive Vice President,F&M bank",
Washington/Wilkes Holding Company,Director,D Emory Boyd Jr,Managing Principal,EPIC Insurance Brokers,2023,"Insurance Broker,EPIC Insurance Brokers",
Washington/Wilkes Holding Company,Director,James W. Brantley,,,2023,Retired,
Washington/Wilkes Holding Company,"Director,Chairman",L. Dan Coxwell,,,2023,Retired,
Washington/Wilkes Holding Company,Director,Charles J. Fievet,,,2023,Retired,
Washington/Wilkes Holding Company,Director,Barry W. Goolsby,Pres. & CEO,"Burt Lumber Company,Inc.",2023,"Lumber Manufacturing,Burt Lumber Company","Inc.,n/a"
Washington/Wilkes Holding Company,Director,Robert Ray Hardy,,,2023,"RN,Business Owner",
Washington/Wilkes Holding Company,Director,Debbie r. Jackson,Pres. & CEO,"Tena's Jewelry & Gift Shop,Inc.",2023,"Retail Jeweler,Tena's Jewelry & Gift Shop",
Washington/Wilkes Holding Company,Director,Debbie r. Jackson,Pres. & CFO,"W.E. Unlimited,Inc.",2023,"Retail Jeweler,Tena's Jewelry & Gift Shop",
Washington/Wilkes Holding Company,Exec. Vice President and CFO,Eli Mullis,,,2023,,
Washington/Wilkes Holding Company,"Director,Pres. & CEO",Edward B. Pope III,,,2023,Pres. & CEO F&M Bank,
Washington/Wilkes Holding Company,Director,W. Daniel Sisson Jr,Owner,Rayle Cattle Farm,2023,"Regional VP,AT&T",
Washington/Wilkes Holding Company,Director,David S. Tatum,,,2023,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,Sibyl Haggard,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director & Executive Vice President,Sibyl Haggard,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry Haggard,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Martin L. Haggard,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director & President,Martin L. Haggard,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry K. Wright,Sales Manager,Hassell Hughes Lumber Company,2014,Sales Manager,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,George G. Gray,,George G. Gray,2014,Attorney,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,,Mayor- Wayne County,2014,Director,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Dorothy M. Morris,,,2014,Retired,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Frederick G. Ramsey,,Frederick G. Ramsey,2014,CPA,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Darrell Holt,,,2014,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director & Executive Vice President,Sibyl Haggard,,,2016,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry Haggard,,,2016,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director & President,Martin L. Haggard,,,2016,,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry K. Wright,,,2016,Retired,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,George G. Gray,,George G. Gray,2016,Attorney,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,"Mayor- Wayne County,TN",,2016,Mayor,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,,Wayne County,2016,Mayor,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Dorothy M. Morris,,,2016,Retired,1084829
"WAYNE COUNTY BANCSHARES,INC.",Director,Frederick G. Ramsey,,Frederick G. Ramsey,2016,CPA,1084829
"WAYNE COUNTY BANCSHARES,INC.","Director,Director & Executive Vice President",Sibyl Haggard,,,2017,,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Larry Haggard,,,2017,,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director & President",Martin L. Haggard,,,2017,,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Larry K. Wright,,,2017,Retired,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",George G. Gray,,George G. Gray,2017,Attorney,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Jason Rich,Mayor,Mayor- Wayne County,2017,Mayor,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Dorothy M. Morris,,,2017,Retired,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Frederick G. Ramsey,,Frederick G. Ramsey,2017,CPA,
"WAYNE COUNTY BANCSHARES,INC.","Director,Director",Darrell Holt,,,2017,,
"WAYNE COUNTY BANCSHARES,INC.",Director & Executive Vice President,Sibyl Haggard,,,2018,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry Haggard,,,2018,,
"WAYNE COUNTY BANCSHARES,INC.",Director & President,Martin L. Haggard,,,2018,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry K. Wright,,,2018,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,George G. Gray,,George G. Gray,2018,Attorney,
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,Mayor,"Wayne County,TN",2018,Mayor,
"WAYNE COUNTY BANCSHARES,INC.",Director,Dorothy M. Morris,,,2018,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,Frederick G. Ramsey,,Frederick G. Ramsey,2018,CPA,
"WAYNE COUNTY BANCSHARES,INC.",Director,Darrell Holt,,,2018,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Sibyl Haggard,Executive Vice President,,2019,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry Haggard,Director,,2019,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Martin L. Haggard,President,,2019,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry K. Wright,Director,,2019,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,George G. Gray,Director,George G. Gray,2019,Attorney,
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,Director,"Mayor- Wayne County,TN",2019,Mayor,
"WAYNE COUNTY BANCSHARES,INC.",Director,Dorothy M. Morris,Director,,2019,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,Frederick G. Ramsey,Director,Frederick G. Ramsey,2019,CPA,
"WAYNE COUNTY BANCSHARES,INC.",Director,Darrell Holt,Director,,2019,,
"WAYNE COUNTY BANCSHARES,INC.",Director & Executive Vice President,Sibyl Haggard,,,2020,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry Haggard,,,2020,,
"WAYNE COUNTY BANCSHARES,INC.",Director & President,Martin L. Haggard,,,2020,,
"WAYNE COUNTY BANCSHARES,INC.",Director,Larry K. Wright,,,2020,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,George G. Gray,,George G. Gray,2020,Attorney,
"WAYNE COUNTY BANCSHARES,INC.",Director,Jason Rich,Mayor,"Mayor- Wayne County,TN",2020,Mayor,
"WAYNE COUNTY BANCSHARES,INC.",Director,Dorothy M. Morris,,,2020,Retired,
"WAYNE COUNTY BANCSHARES,INC.",Director,Frederick G. Ramsey,,Frederick G. Ramsey,2020,CPA,
"WAYNE COUNTY BANCSHARES,INC.",Director,Darrell Holt,,,2020,,
"WAYNE COUNTY BANCSHARES,INC.",PRESIDENT,"MARTIN HAGGARD,JR",DIRECTOR,"REMEDY PROPERTIES,LLC",2023,,
"WAYNE COUNTY BANCSHARES,INC.",PRESIDENT,"MARTIN HAGGARD,JR",DIRECTOR,"HAGGARD HOLDINGS,LLC",2023,,
"WAYNE COUNTY BANCSHARES,INC.",DIRECTOR,JAMES HELTON,DIRECTOR,FARM BUREAU OF WAYNE COUNTY,2023,,
"WAYNE COUNTY BANCSHARES,INC.",DIRECTOR,JAMES HELTON,TRUSTEE,WAYNE COUNTY HEALTHCARE FOUNDATION,2023,,
"WAYNE COUNTY BANCSHARES,INC.",DIRECTOR,RONNIE HAGGARD,PRESIDENT,"HAGGARD TRUCKING,INC",2023,,
"WAYNE COUNTY BANCSHARES,INC.",DIRECTOR,RONNIE HAGGARD,OWNER,RONNIE HAGGARD FARMS,2023,,
"WB&T Bankshares,Inc.",Director and Chairman,"James E. Stewart,Jr.",President,Stewart Candy Co.,2014,Wholesale Candy Distributor,1493636
"WB&T Bankshares,Inc.",Director and Chairman,"James E. Stewart,Jr.",President,Buck Island Land Co.,2014,Wholesale Candy Distributor,1493636
"WB&T Bankshares,Inc.",Director and Vice-Chairman,D. Lewayne Dalton,Partner,"Dalton & Bennett,CP/",2014,Accounting,1493636
"WB&T Bankshares,Inc.",Director,"Dr. S.W. Clark,III","S.William Clark,MD",Hilltop FLP,2014,Physician,1493636
"WB&T Bankshares,Inc.",Director,"Dr. S.W. Clark,III","S.William Clark,MD",Clark Eye Clinic,2014,Physician,1493636
"WB&T Bankshares,Inc.",Director,"Dr. S.W. Clark,III","S.William Clark,MD","Evaloria Partners,LLC",2014,Physician,1493636
"WB&T Bankshares,Inc.",Director and Secretary,"Moi M. Monroe,III",,,2014,Banking,1493636
"WB&T Bankshares,Inc.",Director,J. Conway Gillis,President,"Gillis Brothers,Inc.",2014,"President Gillis Brothers,Inc.",1493636
"WB&T Bankshares,Inc.",Director,J. Conway Gillis,President,"Dounoco Land Co.,Inc.",2014,"President Gillis Brothers,Inc.",1493636
"WB&T Bankshares,Inc.",Director,J. Conway Gillis,Partner,Gillis Brothers Land Co.,2014,"President Gillis Brothers,Inc.",1493636
"WB&T Bankshares,Inc.",Director,J. Conway Gillis,,Gillis Investments,2014,"President Gillis Brothers,Inc.",1493636
"WB&T Bankshares,Inc.",Director,"David W. Littlefield,Jr.",President,Littlefield Construction Company,2014,President Littlefield Construction Company,1493636
"WB&T Bankshares,Inc.",Director,"David W. Littlefield,Jr.",Vice President,Littlefield Concrete Co.,2014,President Littlefield Construction Company,1493636
"WB&T Bankshares,Inc.",Director,"A. Harris Hines,Jr.",,,2014,Retired,1493636
"WB&T Bankshares,Inc.",Director,"William J. Monroe,Jr.",General Partner,"PMM,FLP",2014,Retired,1493636
"WB&T Bankshares,Inc.",Director,Ashley Paulk,President,Valdosta Electric,2014,"Owner Ashley Paulk,Inc.",1493636
"WB&T Bankshares,Inc.",Director,Ashley Paulk,President,Valdosta Technical Systems,2014,"Owner Ashley Paulk,Inc.",1493636
"WB&T Bankshares,Inc.",Director,Larry Dean,President,"Standard Contractors,Inc.",2014,"President Standard Contractors,Inc.",1493636
"WB&T Bankshares,Inc.",Director,"William P. Langdale,III",Partner,"Langdale & Vallotton,LLP",2014,Attorney,1493636
