Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,"Automated Teller Systems,Inc.",2016,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"Tringas Theatres,Inc.",2016,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,"Destin Financial Services,Inc.",2016,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,Riverview LLC,2016,Banking,
"Southern National Banks,Inc.",Shareholder,Darren M. Sneed,Managing Member,"Athena Fund,LLC.",2016,Investor,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",President,"BBH Holdings,Inc.",2016,Banking,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Automated Teller Systems,Inc.",2016,Banking,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Destin Financial Services,Inc.",2016,Banking,
Southern National Bank,Director,Alex Tringas,Director,"Seahorse Realty,Inc.",2018,,
Southern National Bank,Director,Alex Tringas,Vice President,"The James Travis Tringas Memorial Foundation,Inc.",2018,,
Southern National Bank,Director,Lark Tringas Bostick,President,"Airlark,Inc.",2018,,
Southern National Bank,Director,Lark Tringas Bostick,Director,"Seahorse Realty,Inc.",2018,,
Southern National Bank,Director,Lark Tringas Bostick,Vice Chairman,"The James Travis Tringas Memorial Foundation,Inc.",2018,,
Southern National Bank,Chairman & CEO,John Tringas,President,"Cinema,Incorporated",2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,Director,"Automated Teller Systems,Inc.",2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,President,"Tringas Theatres,Inc.",2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,Director/President,"Seahorse Realty,Inc.",2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,Director,"Destin Financial Services,Inc.",2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,President,Riverview L.L.C.,2018,Banking,
Southern National Bank,Chairman & CEO,John Tringas,President,"The James Travis Tringas Memorial Foundation,Inc.",2018,Banking,
Southern National Bank,Shareholder,Darren M. Sneed,Managing Member,"Athena Fund,LLC",2018,Investor,
Southern National Bank,Shareholder,Darren M. Sneed,Manager,ARASMAS LLC,2018,Investor,
Southern National Bank,Vice Chairman,"J. Larry Beasley,Sr.",Director,"Automated Teller Systems,Inc.",2018,Banking,
Southern National Bank,Vice Chairman,"J. Larry Beasley,Sr.",Director,"Destin Financial Services,Inc.",2018,Banking,
Southern National Bank,EVP/CFO,Marklyn E. Wade,,,2018,Banking,
"Southern National Banks,Inc.",Director,Alex Tringas,Director,"Seahorse Realty,Inc.",2020,,
"Southern National Banks,Inc.",Director,Alex Tringas,Vice President,"The James Travis Tringas Memorial Foundation,Inc.",2020,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,President,"Air-Lark,Inc.",2020,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,Director,"Seahorse Realty,Inc.",2020,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,ST,"The James Travis Tringas Memorial Foundation,Inc.",2020,,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"Cinema,Incorporated",2020,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,"Automated Teller Systems,Inc.",2020,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"Tringas Theatres,Inc.",2020,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director/President,"Seahorse Realty,Inc.",2020,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,"Destin Financial Services,Inc.",2020,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"The James Travis Tringas Memorial Foundation,Inc.",2020,Banking,
"Southern National Banks,Inc.",Shareholder,Darren M. Sneed,Managing Member,"Athena Fund,LLC",2020,Investor,
"Southern National Banks,Inc.",Shareholder,Darren M. Sneed,Manager,ARASMAS LLC,2020,Investor,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Automated Teller Systems,Inc.",2020,Banking,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Destin Financial Services,Inc.",2020,Banking,
"Southern National Banks,Inc.",EVP/CFO,Marklyn E. Wade,,,2020,Banking,
"Southern National Banks,Inc.",Director,Alex Tringas,Director,"Seahorse Realty,Inc.",2021,,
"Southern National Banks,Inc.",Director,Alex Tringas,Vice President,"The James Travis Tringas Memorial Foundation,Inc.",2021,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,President,"Air-Lark,Inc.",2021,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,Director,"Seahorse Realty,Inc.",2021,,
"Southern National Banks,Inc.",Director,Lark Tringas Bostick,,"The James Travis Tringas Memorial Foundation,Inc.",2021,,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"Cinema,Incorporated",2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"Tringas Theatres,Inc.",2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director/President,"Seahorse Realty,Inc.",2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,Director,"Destin Financial Services,Inc.",2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,President,"The James Travis Tringas Memorial Foundation,Inc.",2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,MGR,TRAVIS 7 LLC,2021,Banking,
"Southern National Banks,Inc.",Chairman & CEO,John Tringas,MGR,TRAVIS 8 LLC,2021,Banking,
"Southern National Banks,Inc.",Shareholder,Darren M. Sneed,Managing Member,"Athena Fund,LLC",2021,Investor,
"Southern National Banks,Inc.",Shareholder,Darren M. Sneed,Manager,ARASMAS LLC,2021,Investor,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Destin Financial Services,Inc.",2021,Banking,
"Southern National Banks,Inc.",EVP/CFO,Marklyn E. Wade,,,2021,Banking,
"Southern National Banks,Inc.",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Southern National Banks,Inc.",2022,,
"Southern National Banks,Inc.",President and CEO,"Charles S. Hall,Sr.",Director,"Southern National Banks,Inc.",2022,,
"Southern National Banks,Inc.",Director,"James E. Helfrich,Jr.",,,2022,Certified Public Accountant,
"Southern National Banks,Inc.",Director,Harry H. Bell,,,2022,Business Owner,
"Southern National Banks,Inc.",Director,David A. Donaldson,,,2022,Real Estate Developer,
"Southern National Banks,Inc",Director,Alex Tringas,Director,"Seahorse Realty,Inc.",2023,,0001129823
"Southern National Banks,Inc",Director,Alex Tringas,Vice President,"The James Travis Tringas Memorial Foundation,Inc.",2023,,0001129823
"Southern National Banks,Inc",Director,Lark Tringas Bostick,President,"Air-Lark,Inc.",2023,,0001129823
"Southern National Banks,Inc",Director,Lark Tringas Bostick,Director,"Seahorse Realty,Inc.",2023,,0001129823
"Southern National Banks,Inc",Director,Lark Tringas Bostick, ,"The James Travis Tringas Memorial Foundation,Inc.",2023,,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,President,"Cinema,Incorporated",2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,President,"Tringas Theatres,Inc.",2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,Director/President,"Seahorse Realty,Inc.",2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,Director,"Destin Financial Services,Inc.",2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,President,"The James Travis Tringas Memorial Foundation,Inc.",2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,MGR,TRAVIS 7 LLC,2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,MGR,TRAVIS 8 LLC,2023,Banking,0001129823
"Southern National Banks,Inc",Chairman & CEO,John Tringas,MGR,"Walton Mortgage Investor,LLC",2023,Banking,0001129823
"Southern National Banks,Inc",Shareholder,Darren M. Sneed,Managing Member,"Athena Fund,LLC",2023,Investor,0001129823
"Southern National Banks,Inc",Shareholder,Darren M. Sneed,Manager,ARASMAS LLC,2023,Investor,0001129823
"Southern National Banks,Inc",Shareholder,Darren M. Sneed,MGR,"Woody Creek,LLC",2023,Investor,0001129823
"Southern National Banks,Inc",Vice Chairman,"J. Larry Beasley,Sr.",Director,"Destin Financial Services,Inc.",2023,Banking,0001129823
"Southern National Banks,Inc",EVP/CFO,Marklyn E. Wade,,,2023,Banking,0001129823
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President/Owner,"Interstate Sheet Metal Co.,Inc.",2015,"Interstate Sheet Metal Co.,Inc.",3818381
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2015,"Davie's School Supply,Inc.",3818381
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2015,"Burr & Forman,LLP",3818381
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2015,"Holmes II Excavation,Inc.",3818381
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2015","LaFoy & Associates,CPA","PC,3818381"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2015","Wilson,Dillon"
"Southern States Bancshares,Inc.","Chairman,CEO and President",Stephen Woods Whatley,,,2015,,3818381
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2015,,3818381
"Southern States Bancshares,Inc.",Director,Lucinda S. Cannon,,,2015,,3818381
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2015,Retired Banker,3818381
"Southern States Bancshares,Inc.",Director,Jon Farmer,,,2015,Retired Banker,3818381
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President/ Owner,"Interstate Sheet Metal Co.,Inc.",2016,"Interstate Sheet Metal Co.,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2016,"Davie's School Supply,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2016,"Burr & Forman,LLP",3629420
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2016,"Holmes II Excavation,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2016","LaFoy & Associates,CPA","PC,3629420"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2016","Wilson,Dillon"
"Southern States Bancshares,Inc.","Chairman,CEO and President",Stephen Woods Whatley,,,2016,,3629420
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2016,,3629420
"Southern States Bancshares,Inc.",Director,Lucinda S. Cannon,,,2016,,3629420
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2016,Retired Banker,3629420
"Southern States Bancshares,Inc.",Director,Jon Farmer,,,2016,Retired Banker,3629420
"Southern States Bancshares,Inc.",Director,James J. Lynch,Founding / Managing Partn,Patriot Financial Partners,2016,Patriot Financial Partners,3629420
"Southern States Bancshares,Inc.","Director,Director",J. Henry Smith,President/ Owner,"Interstate Sheet Metal Co.,Inc.",2017,"Interstate Sheet Metal Co.,Inc.",
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2017,"Davie's School Supply,Inc.",
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2017,"Burr & Forman,LLP",
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2017,"Holmes II Excavation,Inc.",
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2017","LaFoy & Associates,CPA","PC,n/a"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2017","Wilson,Dillon"
"Southern States Bancshares,Inc.","Chairman,CEO and President",Stephen Woods Whatley,,,2017,,
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2017,,
"Southern States Bancshares,Inc.",Director,Lucinda S. Cannon,,,2017,,
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2017,Retired Banker,
"Southern States Bancshares,Inc.",Director,Jon Farmer,,,2017,Retired Banker,
"Southern States Bancshares,Inc.",Director,James J. Lynch,Founding / Managing Partn,Patriot Financial Partners,2017,Patriot Financial Partners,
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President/ Owner,"Interstate Sheet Metal Co.,Inc.",2018,"Interstate Sheet Metal Co.,Inc.",
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2018,"Davie's School Supply,Inc.",
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2018,"Burr & Forman,LLP",
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2018,"Holmes II Excavation,Inc.",
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2018","LaFoy & Associates,CPA","PC,n/a"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2018","Wilson,Dillon"
"Southern States Bancshares,Inc.","Chairman,CEO and President",Stephen Woods Whatley,,,2018,,
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2018,,
"Southern States Bancshares,Inc.",Director,Lucinda S. Cannon,,,2018,,
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2018,Retired Banker,
"Southern States Bancshares,Inc.",Director,Jon Farmer,,,2018,Retired Banker,
"Southern States Bancshares,Inc.",Director,James J. Lynch,Founding / Managing Partn,Patriot Financial Partners,2018,Patriot Financial Partners,
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President / Owner,"Interstate Sheet Metal Co.,Inc.",2019,"Interstate Sheet Metal Co.,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2019,"Davie's School Supply,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2019,"Burr & Forman,LLP",3629420
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2019,"Holmes II Excavation,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2019","LaFoy & Associates,CPA","PC,3629420"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2019","Wilson,Dillon"
"Southern States Bancshares,Inc.",Chairman and CEO,Stephen Woods Whatley,,,2019,,3629420
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2019,,3629420
"Southern States Bancshares,Inc.",Director,Lucinda S. Cannon,,,2019,,3629420
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2019,Retired Banker,3629420
"Southern States Bancshares,Inc.",Director,James J. Lynch,Founding / Managing Partne,Patriot Financial Partners,2019,Patriot Financial Partners,3629420
"Southern States Bancshares,Inc.",Director,Floyd C Davis Sr,Owner,Millworks Sales and Salvage,2019,Millworks Sales and Salvage,3629420
"Southern States Bancshares,Inc.",Director,Lewis Beavers,Managing Partner,"Lawrence,See & Beavers",2019,"Lawrence,See & Beavers",3629420
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President / Owner,"Interstate Sheet Metal Co.,Inc.",2020,"Interstate Sheet Metal Co.,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2020,"Davie's School Supply,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2020,"Burr & Forman,LLP",3629420
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2020,"Holmes II Excavation,Inc.",3629420
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2020","LaFoy & Associates,CPA","PC,3629420"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2020","Wilson,Dillon"
"Southern States Bancshares,Inc.",Director,Stephen Woods Whatley,,,2020,,3629420
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2020,,3629420
"Southern States Bancshares,Inc.",Director,Cynthia S. McCarty,Professor,Jacksonville State University,2020,Jacksonville State University,3629420
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2020,Retired Banker,3629420
"Southern States Bancshares,Inc.",Director,James J. Lynch,Founding / Managing Partne,Patriot Financial Partners,2020,Patriot Financial Partners,3629420
"Southern States Bancshares,Inc.",Director,Floyd C Davis Sr,Owner,Millworks Sales and Salvage,2020,Millworks Sales and Salvage\nBulding Materials Liquidation LLC,3629420
"Southern States Bancshares,Inc.",Director,Lewis Beavers,Managing Partner,"Lawrence,See & Beavers",2020,"Lawrence,See & Beavers",3629420
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President / Owner,"Interstate Sheet Metal Co.,Inc.",2021,"Interstate Sheet Metal Co.,Inc.",
"Southern States Bancshares,Inc.",Director,Robert F. Davie,President,"Davie's School Supply,Inc.",2021,"Davie's School Supply,Inc.",
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2021,"Burr & Forman,LLP",
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2021,"Holmes II Excavation,Inc.",
"Southern States Bancshares,Inc.",Director,Jimmy Alan LaFoy,President,"LaFoy & Associates,CPA","PC,2021","LaFoy & Associates,CPA","PC,n/a"
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2021","Wilson,Dillon"
"Southern States Bancshares,Inc.","Director,Chairman and CEO",Stephen Woods Whatley,,,2021,,
"Southern States Bancshares,Inc.",Director,"Henry A. Turner,Jr.",,,2021,,
"Southern States Bancshares,Inc.",Director,Cynthia S. McCarty,Professor,Jacksonville State University,2021,Jacksonville State University,
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2021,Retired Banker,
"Southern States Bancshares,Inc.",Director,Lewis Beavers,Managing Partner,"Lawrence,See & Beavers",2021,"Lawrence,See & Beavers",
"Southern States Bancshares,Inc.",SEVP/President,Mark Chambers,,,2021,,
"Southern States Bancshares,Inc.",SEVP/Chief Financial Off,Lynn Joyce,,,2021,,
"Southern States Bancshares,Inc.",SEVP/Chief Risk Officer,Greg Smith,,,2021,,
"Southern States Bancshares,Inc.",SEVP / Chief Operating Of,Jack Swift,,,2021,,
"Southern States Bancshares,Inc.",Director,Lewis Beavers,Managing Partner,"Lawrence,See & Beavers",2023,"Lawrence,See & Beavers Managing Partner",
"Southern States Bancshares,Inc.",Director,Daniel A. Cummings,Commercial Real Estate Developer,,2023,Commercial Real Estate,
"Southern States Bancshares,Inc.",Director,"Alfred J. Hayes,Jr.",,,2023,Retired Banker,
"Southern States Bancshares,Inc.",Director,Jonathan W. Hinton,Entrepreneur,,2023,Entrepreneur,
"Southern States Bancshares,Inc.",Director,Brent David Hitson,Partner,"Burr & Forman,LLP",2023,"Burr & Forman,LLP",
"Southern States Bancshares,Inc.",Director,Brian Stacy Holmes,President,"Holmes II Excavation,Inc.",2023,"Holmes II Excavation,Inc.",
"Southern States Bancshares,Inc.",Director,Christine Hunsaker,Founder & President,Hunsaker Partners,2023,Hunsaker Partners Founder & President,
"Southern States Bancshares,Inc.",Director,Cynthia S. McCarty,Professor,Jacksonville State University,2023,Jacksonville State University,
"Southern States Bancshares,Inc.",Director,Jay Florey Pumroy,Partner,"Wilson,Dillon",Pumroy & James,"LLC,2023","Wilson,Dillon"
"Southern States Bancshares,Inc.",Director,J. Henry Smith,President / Owner,"Interstate Sheet Metal Co.,Inc.",2023,"Interstate Sheet Metal Co.,Inc.",
"Southern States Bancshares,Inc.",Director,Mark Chambers,,,2023,,
"Southern States Bancshares,Inc.",SEVP/Chief Financial Off,Lynn Joyce,,,2023,,
"Southern States Bancshares,Inc.",SEVP/Chief Risk Officer,Greg Smith,,,2023,,
"Southern States Bancshares,Inc.",SEVP / Chief Operating Of,Jack Swift,,,2023,,
South First Bancshares,Director,Kenneth Easterling,,,2015,,
South First Bancshares,"Chairman,Director",Allen Gray McMillan,President,Brecon Knitting Mill,2015,Manufacturing Textiles,
South First Bancshares,Director,Ronnie G. Salloway,President,Ronnie Salloway & Co.,2015,Clothing Manufacturer,
South First Bancshares,Director,Donald R. Hardy,President,H&B Builders,2015,Construction,
South First Bancshares,Director,Donald R. Hardy,President,Fairways Edge,2015,Construction,
South First Bancshares,Director,Donald R. Hardy,President,Magnolias,2015,Construction,
South First Bancshares,Director,Randall L. Fields,,,2015,,
South First Bancshares,Director,Robert C. Hayes,President,Hayes Eye Center,2015,Optometrist,
South First Bancshares,Director,Rocky W. Jackson,President,RW Jackson & Company PC,2015,CPA-Tax Accountant,
South First Bancshares,,"Luther S. Pate,IV",President,Pate Holdings,2015,Developer,
South First Bancshares,,Robert J. & Mary Anne J. Salmon,,,2015,Retired,
South First Bancshares,,Dr. Andrew Martin,Director,Fairlight Capital,2015,Investor,
SouthFirst Bancshares,Director,Kenneth Easterling,,,2017,,
SouthFirst Bancshares,"Chairman,Director",Allen Gray McMillan,President,Brecon Knitting Mill,2017,Manufacturing Textiles,
SouthFirst Bancshares,Director,Ronnie G. Salloway,President,Ronnie Salloway & Co.,2017,Clothing Manufacturer,
SouthFirst Bancshares,Director,Donald R. Hardy,President,H&B Builders,2017,Construction,
SouthFirst Bancshares,Director,Donald R. Hardy,,Fairways Edge,2017,Construction,
SouthFirst Bancshares,Director,Donald R. Hardy,,Magnolias,2017,Construction,
SouthFirst Bancshares,Director,Donald R. Hardy,,Brecon Knitting Mills,2017,Construction,
SouthFirst Bancshares,"Director,CEO",Randall L. Fields,,,2017,,
SouthFirst Bancshares,Director,Robert C. Hayes,President,Hayes Eye Center,2017,Optometrist,
SouthFirst Bancshares,Director,Rocky W. Jackson,President,RW Jackson & Company,2017,CPA-Tax Accountant,
SouthFirst Bancshares,,"Luther 5. Pate,IV",President,Pate Holdings,2017,Developer,
SouthFirst Bancshares,,Robert J. & Mary Anne J. Salmon,,,2017,Retired,
SouthFirst Bancshares,Director,Sidney Tankersley,,,2020,Manufacturer,455477
SouthFirst Bancshares,"Chairman,Director",Allen Gray McMillan,President,Brecon Knitting Mill,2020,Manufacturing Textiles,455477
SouthFirst Bancshares,Director,Ronnie G. Salloway,President,Ronnie Salloway & Co.,2020,Clothing Manufacturer,455477
SouthFirst Bancshares,"Director,CEO SouthFirst Bank",Randall L. Fields,,,2020,Attorney,455477
SouthFirst Bancshares,Director,J. Bradley Proctor,Partner,Proctor Vaughn LLC,2020,,455477
SouthFirst Bancshares,Director,Rocky W. Jackson,President,RW Jackson & Company PC,2020,CPA-Tax Accountant,455477
SouthFirst Bancshares,,"Luther S. Pate,IV",President,Pate Holdings,2020,Developer,455477
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith*","Director,Chairman","President & CEO,SouthPoint Bank",2016,,
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith*,,,2016,,
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,Director,SouthPoint Bank,2016,Retired,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Director,SouthPoint Bank,2016,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Director,Surgical Dermatology Group,2016,Dermatologist,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2016,Equipment Dealer,
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,Director,SouthPoint Bank,2016,Equipment Dealer,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director",SouthPoint Bank,2016,CPA,
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2016,CPA,
"SouthPoint Bancshares,Inc.",Director,David W. Mims,Director,SouthPoint Bank,2016,Retired,
"SouthPoint Bancshares,Inc.",CFO & Secretary,Robin Trimm,CFO & Secretary,SouthPoint Bank,2016,,
"South Point Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith",,,2017,,
"South Point Bancshares,Inc.",,Charlotte B. Smith,,,2017,,
"South Point Bancshares,Inc.",Director,Robert L. Henderson,,,2017,Retired,
"South Point Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,Surgical Dermatology Group,2017,Dermatologist,
"South Point Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2017,Equipment Dealer,
"South Point Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2017,CPA,
"South Point Bancshares,Inc.",Director,David W. Mims,,"Star Properties,LLC",2017,Retired,
"South Point Bancshares,Inc.",,David W. Mims,,"Castles at the Sand Beach,LLC",2017,Retired,
"South Point Bancshares,Inc.",CFO & Secretary,Robin Trimm,,,2017,,
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith","Director,Chairman","President & CEO,SouthPoint Bank",2018,,3386536
"SouthPoint Bancshares,Inc.",,Charlotte B. Smith,,,2018,,3386536
"SouthPoint Bancshares,Inc.",Director,Robert L. Henderson,Director,SouthPoint Bank,2018,Retired,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,Dermatologist,Surgical Dermatology Group,2018,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,,"Harmon Holdings,LLC",2018,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,,"KB5,LLC",2018,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,,"Stonegate Group,LLC",2018,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Christopher B. Harmon,,Cutaneous Oncology Surgery Center,2018,Dermatologist,3386536
"SouthPoint Bancshares,Inc.",Director,Thomas H. McGough,VP of Finance,"Thompson Tractor Co.,Inc.",2018,Equipment Dealer,3386536
"SouthPoint Bancshares,Inc.",Director,Tommie G. Cummings,"CPA,Director","Kassouf & Company,P.C.",2018,CPA,3386536
"SouthPoint Bancshares,Inc.",Director,David W. Mims,,,2018,Retired,3386536
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",CEO,"Retail Specialists,LLC",2018,Real Estate,3386536
"SouthPoint Bancshares,Inc.",Director,"Robert R. Jolly,Jr.",CEO,"Retail Strategies,LLC",2018,Real Estate,3386536
"SouthPoint Bancshares,Inc.",Director,Stephen P. Leara,EVP and General Counsel,"Retail Specialists,LLC",2018,Attorney,3386536
"SouthPoint Bancshares,Inc.",CFO & Secretary,Robin Trimm,,,2018,,3386536
"SouthPoint Bancshares,Inc.","Director,Chairman","President & CEO,J. Stephen Smith*","Director,Chairman","President & CEO,SouthPoint Bank",2019,,3386536
