Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
Citizens Banking Corporation,Director,Clayton G. Wilson,President/Director,Pat Wilson Inc.,2018,CEO - Agribusiness and Land Management,
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Palm Ventures,LLC",2018,CEO - Agribusiness and Land Management,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,Latt Maxcy Corporation,2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,President & Director,"Maxcy Foundation,Inc.",2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,"Riverview Towncentre,Inc.",2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"CWH Land Holdings,LLC",2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"WWH,LLC",2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,MLCS,2018,,
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Winter Haven Hospital Foundation,2018,,
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Principal Shareholder,Latt Maxcy Corporation,2018,,
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,,"Flying W,LLC",2018,,
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,,,2018,,
Citizens Banking Corporation,Director,J. Theron Stangry,Vice Chairman & Board Member,Polk County Industrial Development Authority),2018,,
Citizens Banking Corporation,Director,J. Theron Stangry,Board Member,Haines City Police Pension Fund,2018,,
Citizens Banking Corporation,Senior Vice President & Chief Financial Officer,Tim Brown,,,2018,,
Citizens Banking Corporation,Director,R. Howard Wiggs,Board Member,Polk Senior Games,2018,Property Management & Leasing Business Consulting,
Citizens Banking Corporation,Director,R. Howard Wiggs,Board Member,Florida Southern College Board of Trustees,2018,Property Management & Leasing Business Consulting,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Mastercraft Homes,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Sundebt Holdings,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Lake Ashton Development,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Baytree Partners,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential HC,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,President,Development Group of Central Florida,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,President,Schreiber Groves,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,President,The M & K Screiber Family Partnership,2018,Business Owner,
Citizens Banking Corporation,Director,Mark Schreiber,Board Member,Citizens Bank Advisory Board 2015,2018,Business Owner,
Citizens Banking Corporation,Director,Wesley Robinson Barnett,CFO & Managing Partner,Treetop Software Company,2018,CFO (Treetop Software Company) Principal,
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Managing Partner,BCB Investment,2018,CFO (Treetop Software Company) Principal,
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Principal,Mayfair Properties,2018,CFO (Treetop Software Company) Principal,
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Managing Partner,Mayfair Apartments of Lakeland,2018,CFO (Treetop Software Company) Principal,
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Managing Partner,Lakeland Hospitality Group,2018,CFO (Treetop Software Company) Principal,
Citizens Banking Corporation,Director & EVP & Chief Operating Officer,Weymon P. Snuggs III,,,2018,,
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Director,Latt Maxcy Corporation,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Lakeland Development,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Downtown Lakeland,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Citizens Branch,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Winterset,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Edgewood Plaza,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,LMC Palmer Crossing,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Vice-President,Pat Wilson Inc,2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,President,"Riverview Towncentre,Inc.",2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Manager,"Wootton Ranch,LLC",2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Manager,"Coon Hammock Aircraft Sales,LLC",2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Manager,"LJCM Land Holdings,LLC",2021,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,Latt Maxcy Corporation,2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,LMC Lakeland Development,2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"LMC Citizens Branch,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"Maxcy Foundation,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Manager,"JW Land Holdings,LLC",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Manager,"WWH,LLC",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Manager,"Chaney Properties,LLC",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,Riverview Towncentre Inc.,2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"Pat Wilson,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Manager,"Maxcy Springs Ranch,LLC",2021,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Manager,"JW Land Holdings-MS,LLC",2021,,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Vice President & Director,LMC Lakeland Development,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Secretary,Latt Maxcy Corporation,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Director,LMC Citizens Branch Inc.,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Director,"Riverview Towncentre,Inc.",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,President & Director,Great Harvest Corp,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"CGW Holdings,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Gran Cosecha,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Rio Verde Ventures,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Media Luna Ventures,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Flying W,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Maximo Air,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,President/Director,Pat Wilson Inc.,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Palm Ventures,LLC",2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,Belize Farm Operations,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,Diversified Farm Management,2021,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,Latt Maxcy Corporation,2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,President & Director,"Maxcy Foundation,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,"Riverview Towncentre,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"CWH Land Holdings,LLC",2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"WWH,LLC",2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,MLCS,2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Winter Haven Hospital,2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Frostproof Care Center Foundation,2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,"Pat Wilson,Inc.",2021,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"Maxcy Springs Ranch,LLC",2021,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Principal Shareholder,Latt Maxcy Corporation,2021,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Manager,"Pinecreek Farms,LLC",2021,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Manager,"Perdido Key Paradise,LLC",2021,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,,,2021,,3200874
Citizens Banking Corporation,Director,J. Theron Stangry,Board Member,Polk County Industrial Development Authority,2021,,3200874
Citizens Banking Corporation,Director,J. Theron Stangry,President,"First Presbyterian Church of Haines City,Inc.",2021,,3200874
Citizens Banking Corporation,Senior Vice President & Chief Financial Officer,Tim Brown,Finance Committee Member,Winter Haven Christian School,2021,,3200874
Citizens Banking Corporation,Director,R. Howard Wiggs,Board Member,Polk Senior Games,2021,Property Management & Leasing,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Mastercraft Homes,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Sundebt Holdings,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Lake Ashton Development,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Baytree Partners,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential HC,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,Development Group of Central Florida,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,Schreiber Groves,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,The M & K Schreiber Family Partnership,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Board Member,Citizens Bank Advisory Board 2015,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Member,Winter Haven Chamber of Commerce,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Member,Lake Wales Chamber of Commerce,2021,Business Owner,3200874
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Managing Partner,Mayfair Apartments of Lakeland,2021,Managing Partner,3200874
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Board of Directors,Bonnet Spring Park,2021,Managing Partner,3200874
Citizens Banking Corporation,Director & EVP & Chief Operating Officer,Weymon P. Snuggs III,,,2021,,3200874
Citizens Banking Corporation,Director & Chairman,Latimer T. Wilson,Director & Chairman,Latt Maxcy Corporation,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,Latt Maxcy Corporation,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,LMC Downtown Lakeland,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,LMC Citizens Branch,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,LMC Winterset,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,LMC Edgewood Plaza,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,LMC Palmer Crossing,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & Vice-President,Latimer T. Wilson,Director & Vice-President,Pat Wilson Inc,2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director & President,Latimer T. Wilson,Director & President,"Riverview Towncentre,Inc.",2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Manager,Latimer T. Wilson,Manager,"Wootton Ranch,LLC",2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Manager,Latimer T. Wilson,Manager,"Coon Hammock Aircraft Sales,LLC",2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Manager,Latimer T. Wilson,Manager,"LJCM Land Holdings,LLC",2023,Agriculture & Real Estate Development,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,Latt Maxcy Corporation,2023,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,Citizens Financial Group,2023,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"LMC Citizens Branch,Inc.",2023,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"Maxcy Foundation,Inc.",2023,,3200874
Citizens Banking Corporation,Manager,Patricia J. Wilson,Manager,"JW Land Holdings,LLC",2023,,3200874
Citizens Banking Corporation,Manager,Patricia J. Wilson,Manager,"WWH,LLC",2023,,3200874
Citizens Banking Corporation,Manager,Patricia J. Wilson,Manager,"Chaney Properties,LLC",2023,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,Riverview Towncentre Inc.,2023,,3200874
Citizens Banking Corporation,Director,Patricia J. Wilson,Director,"Pat Wilson,Inc.",2023,,3200874
Citizens Banking Corporation,Manager,Patricia J. Wilson,Manager,"Maxcy Springs Ranch,LLC",2023,,3200874
Citizens Banking Corporation,Manager,Patricia J. Wilson,Manager,"JW Land Holdings-MS,LLC",2023,,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Vice President & Director,LMC Citizens Branch Inc.,2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,"Vice President,Secretary",Director,"& Chairman,Latt Maxcy Corporation",2023,CEO - Agribusiness and Land Management
Citizens Banking Corporation,Director,Clayton G. Wilson,Vice President & Director,"Riverview Towncentre,Inc.",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,President & Director,Great Harvest Corp,2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"CGW Holdings,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Gran Cosecha,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Rio Verde Ventures,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Media Luna Ventures,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Flying W,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,President/Director,Pat Wilson Inc.,2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Palm Ventures,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,Muckalee Investment Partners,2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,"Muckalee Plantation,LLC",2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Clayton G. Wilson,Manager,Diversified Farm Management,2023,CEO - Agribusiness and Land Management,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,Latt Maxcy Corporation,2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,President & Director,"Maxcy Foundation,Inc.",2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,"Riverview Towncentre,Inc.",2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"CWH Land Holdings,LLC",2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"WWH,LLC",2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Mountain Lake Association,2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Winter Haven Hospital Board of Trustees,2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Board Member,Frostproof Care Center Foundation,2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Director,"Pat Wilson,Inc.",2023,,3200874
Citizens Banking Corporation,Director,Cynthia Wilson Henry,Manager,"Maxcy Springs Ranch,LLC",2023,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Principal Shareholder,Latt Maxcy Corporation,2023,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Manager,"Pinecreek Farms,LLC",2023,,3200874
Citizens Banking Corporation,Principal Shareholder,Claire Wilson Blaylock,Manager,"Perdido Key Paradise,LLC",2023,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,Director & President/CEO,Citizens Bank and Trust,2023,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,Director & President,Citizens Financial Group,2023,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,Director & President,Ridge Security Title,2023,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,Administrator,Frostproof Fixed Statutory Trust 1,2023,,3200874
Citizens Banking Corporation,Director & President/CEO,Gregory Littleton,Administrator,Frostproof Statutory Trust 1,2023,,3200874
Citizens Banking Corporation,Director,J. Theron Stangry,Director,Citizens Bank and Trust,2023,,3200874
Citizens Banking Corporation,Director,R. Howard Wiggs,Director,Citizens Bank and Trust,2023,Property Management & Leasing,3200874
Citizens Banking Corporation,Director,R. Howard Wiggs,Board Member,Polk Senior Games,2023,Property Management & Leasing,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Director,Citizens Bank and Trust,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Mastercraft Homes,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Sundebt Holdings,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Lake Ashton Development,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Baytree Partners,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Managing Partner,Century Residential HC,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,Development Group of Central Florida,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,Schreiber Groves,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,President,The M & K Screiber Family Partnership,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Board Member,Citizens Bank Advisory Board 2015,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Member,Winter Haven Chamber of Commerce,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Mark Schreiber,Member,Lake Wales Chamber of Commerce,2023,Business Owner,3200874
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Managing Partner,Mayfair Apartments of Lakeland,2023,Managing Partner,3200874
Citizens Banking Corporation,Director,Wesley Robinson Barnett,Board of Directors,Bonnet Spring Park,2023,Managing Partner,3200874
Citizens Banking Corporation,Director & EVP & Chief Operating Officer,Weymon P. Snuggs III,,,2023,,3200874
"Citizens Bancshares,Inc.",Director,C. Brent Coreil,President,C.Brent Coreil Ltd.,2014,Attorney at Law,
"Citizens Bancshares,Inc.",Director,C. Brent Coreil,President,Coreil Inc.,2014,Attorney at Law,
"Citizens Bancshares,Inc.",Director,C. Brent Coreil,Secretary,"OSCO,Inc.",2014,Attorney at Law,
"Citizens Bancshares,Inc.",Director,C. Brent Coreil,President/Member,LA Monitors LLC,2014,Attorney at Law,
"Citizens Bancshares,Inc.",Director,C. Brent Coreil,Secretary/Treasury,"Bayou Self Storage,Inc.",2014,Attorney at Law,
"Citizens Bancshares,Inc.",Director & President,Carl W. Fontenot,See Attachment,,2014,President & CEO of Bank Holding Co. and Bank,
"Citizens Bancshares,Inc.",Director & Secretary,Eugene S Fontenot,President,Euco Finance,2014,President,
"Citizens Bancshares,Inc.",Director,Bryan Fontenot,Director,Ville Platte Rice Drier,2014,Farmer,
"Citizens Bancshares,Inc.",Director,Steven Phillips,President,F Phillips General Contractor,2014,General Contractor,
"Citizens Bancshares,Inc.",Director,Steven Phillips,President,"Phils Store & Loc,Inc.",2014,General Contractor,
"Citizens Bancshares,Inc.",Director,Brod Veillon,,,2014,Retired Brigadier General,
"Citizens Bancshares,Inc.",Director,Joseph West,Owner,Joseph West Contruction,2014,General and Residential Contractor,
"Citizens Bancshares,Inc.",Director,Joseph West,Managing Member,R & W Development LLC,2014,General and Residential Contractor,
"Citizens Bancshares,Inc.",Director,Anita Fontenot,See Attachment,,2014,General Manager Southwest Fidelity Corp.,
"Citizens Bancshares,Inc.",Treasurer,Wayne Vidrine,,,2014,Banker,
"Citizens Bancshares,Inc.",Principal Shareholder,"LaFourche Resources,Inc.",,,2014,,
Citizens Bancshares Corporation,Principal Shareholder,Estate of Herman J. Russell,,,2014,Retired,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,,"Avnet,Inc",2014,President of AT&T Business & Consumer Services,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,,"Acuity Brands,Inc",2014,President of AT&T Business & Consumer Services,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,,American Airlines,2014,President of AT&T Business & Consumer Services,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,,Aaron Rents,2014,President of AT&T Business & Consumer Services,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,,GA Aquarium,2014,President of AT&T Business & Consumer Services,1078958
Citizens Bancshares Corporation,Director,James E. Williams,Senior Advisor,The Atlanta & Gwinnett Brave,2014,President of Williams Communications Systems,1078958
Citizens Bancshares Corporation,Director,C. David Moody,President,"C.D. Moody Construction Co.,Inc",2014,"President of C.D. Moody Construction Co.,Inc",1078958
Citizens Bancshares Corporation,Director,H. Jerome Russell,President,"H.J. Russell & Co.,and Russell New Urban Development","LLC,2014","President of H.J. Russell & Company and Russell New Urban Development,LLC",1078958
Citizens Bancshares Corporation,Director,Robert Brown,Owner,"R.L. Brown & Associates,Inc",2014,"Principal,R.L. Brown & Assoc.",1078958
Citizens Bancshares Corporation,Director,"Steven A. Elmore,Sr.",Founder & Managing Principal,"Elmore CPAS,LLC",2014,"Partner Smiley-Smith & Bright,CPA's",1078958
Citizens Bancshares Corporation,Director,Donald Ratajczak,Consulting Economist,,2014,Retired,1078958
Citizens Bancshares Corporation,President & CEO,Cynthia Day,Senior Executive VP & COO,Citizens Trust Bank,2014,,1078958
Citizens Bancshares Corporation,Assistant Treasurer & CFO,Samuel J. Cox,Executive VP & CFO,Citizens Trust Bank,2014,Executive VP & CFO,1078958
Citizens Bancshares Corporation,Principal Shareholder,Estate of Herman J. Russell,,,2015,,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,director,"Avnet,Inc",2015,Retired,1078958
Citizens Bancshares Corporation,Chairman/Director,Ray Robinson,director,"Acuity Brands,Inc",2015,Retired,1078958
Citizens Bancshares Corporation,Director,James E. Williams,President,Williams Communications Systems,2015,President of Williams Communications Syste,1078958
Citizens Bancshares Corporation,Director,C. David Moody,President,"C.D. Moody Construction Co.,Inc",2015,"President of C.D. Moody Construction Co.,In",1078958
Citizens Bancshares Corporation,Director,H. Jerome Russell,President,H.J. Russell & Co.,2015,President of H.J. Russell & Company and,1078958
Citizens Bancshares Corporation,Director,H. Jerome Russell,President,"Russell New Urban Development,LLC",2015,President of H.J. Russell & Company and,1078958
Citizens Bancshares Corporation,Director,Robert Brown,Owner,"R.L. Brown & Associates,Inc",2015,"Principal,R.L. Brown & Assoc.",1078958
Citizens Bancshares Corporation,Director,"Steven A. Elmore,Sr.",CPA,"СВА,Founder & Managing Principal","Elmore CPAS,LLC",2015,"Managing Principal of Elmore CPAS,LLC"
Citizens Bancshares Corporation,President & CEO,Cynthia Day,,,2015,,1078958
Citizens Bancshares Corporation,Executive VP & CFO,Samuel J. Cox,,,2015,,1078958
Citizens Bancshares Corporation,Executive VP & CFO,"Frederick L. Daniels,Jr.",,,2015,,1078958
Citizens Bancshares Corporation,Chairman/Director,Estate of Herman J. Russell,Principal Shareholder,,2016,Retired,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc","Avnet,Inc",2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc","Acuity Brands,Inc",2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc",American Airlines,2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc",Aaron Rents,2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc",Fortress Transportation,2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,,Ray Robinson,"Serves as director of Avnet,Inc",GA Aquarium,2016,President of AT&T Business & Consumer Services,
Citizens Bancshares Corporation,Director,James E. Williams,President,Williams Communications Systems,2016,President of Williams Communications Syste,
Citizens Bancshares Corporation,Director,C. David Moody,President,"C.D. Moody Construction Co.,Inc",2016,"President of C.D. Moody Construction Co.,in",
Citizens Bancshares Corporation,Director,H. Jerome Russell,President,H.J. Russell & Co.,2016,President of H.J. Russell & Company and,
Citizens Bancshares Corporation,Director,H. Jerome Russell,President,"Russell New Urban Development,LLC",2016,President of H.J. Russell & Company and,
Citizens Bancshares Corporation,Director,Robert Brown,Owner,"R.L. Brown & Associates,Inc",2016,"Principal,R.L. Brown & Assoc.",
Citizens Bancshares Corporation,Director,"Steven A. Elmore,Sr.",CPA,"СВА,Founder & Managing Principal","Elmore CPAS,LLC",2016,Managing Principal of Elmore CPAS. LLC
Citizens Bancshares Corporation,President & CEO,Cynthia Day,President & CEO,Citizens Trust Bank,2016,,
Citizens Bancshares Corporation,Executive VP & CFO,Samuel J. Cox,Executive VP & CFO,Citizens Trust Bank,2016,,
Citizens Bancshares Corporation,Executive VP & COO,"Frederick L. Daniels,Jr.",Executive VP & COO,Citizens Trust Bank,2016,,
Citizens Bancshares Corporation,,Estate of Herman J. Russell,Principal Shareholder,,2019,Principal Shareholder,
